thematic;card;id;bearer;conditions;lockturn;weight;question;override_yes;answer_yes;yes_cash;yes_team;yes_market;yes_capital;yes_custom;override_no;answer_no;no_cash;no_team;no_market;no_capital;no_custom
episode_people;ep_layoff_signed;1121;人事总监;layoff_signed_run and turn>=13;del;180;名单提前泄露。没被裁的人也开始投简历。;全员说明;至少大家从你嘴里听见。;;5;;-8;layoff_keep;封锁消息;消息没封住，信任先没了。;;-12;;5;layoff_keep
episode_people;ep_layoff_refused;1122;财务总监;layoff_refused_run and turn>=13;del;180;你保住了三十人。下月工资还差两百万。;自己去借;工资能发，公司又多一笔债。;12;5;;-10;debt_keep;停掉奖金;现金省下，所有人都知道公司缺钱。;10;-8;;5;

episode_people;ep_star_open;1130;销售冠军;turn>=4 and !slot_people_run;del;150;不给我升副总，我明天就走。;现在升他;业绩留下，老主管会不服。;;-8;12;5;slot_people_run and star_promoted_run;让他走;职位守住，客户可能跟他走。;;5;-12;-5;slot_people_run and star_left_run
episode_people;ep_star_promoted;1131;人事总监;star_promoted_run and turn>=13;del;180;他当上副总，第一件事是把老主管调走。;准他调走;新副总服你，老团队寒心。;;-12;8;5;star_sales_keep;把人留下;老团队稳住，新副总当众翻脸。;;8;-5;-8;star_sales_keep
episode_people;ep_star_left;1132;市场总监;star_left_run and turn>=13;del;180;他带着三家客户去了竞对。;起诉他;官司能打，客户不会等。;-8;-5;-5;5;star_sales_keep;重签客户;花钱把客户抢回来。;-10;;12;;star_sales_keep

episode_people;ep_overtime_open;1140;人事总监;turn>=4 and !slot_people_run;del;150;员工把加班表发上网，已经上了热搜。;公开道歉;公众会听见，投资人也会。;;5;8;-8;slot_people_run and overtime_apology_run;说他造假;热搜可能降，也可能等来证据。;;-5;5;5;slot_people_run and overtime_deny_run
episode_people;ep_overtime_apology;1141;投资人;overtime_apology_run and turn>=13;del;180;你承认加班违法。谁批准发的道歉？;我批准的;团队记住你，董事会也记住你。;;10;;-12;;人事批准;公告保住你，人事总监开始留证据。;;-12;;8;betray_keep
episode_people;ep_overtime_denied;1142;前员工;overtime_deny_run and turn>=13;del;180;你说我造假。我这里有打卡记录，还有你的语音。;马上认错;事情更难看，但还能停在今天。;-5;5;-8;-8;;起诉他;律师函发出，他把语音也发了。;-8;-10;-10;5;lie_keep

legacy;legacy_low_price;1200;大客户;low_price_keep and !legacy_low_price_seen_keep and !legacy_seen_run;del;28;前任打过价格战。现在续约，还是那个低价。;继续低价;客户续了，利润继续薄。;-10;;10;;legacy_seen_run and legacy_low_price_seen_keep;涨回去;利润回来，客户少了一批。;8;;-10;;legacy_seen_run and legacy_low_price_seen_keep
legacy;legacy_acquired_team;1201;人事总监;acquired_team_keep and !legacy_acquired_seen_keep and !legacy_seen_run;del;28;前任买来的团队集体要加薪，不加就一起走。;统一加薪;人留下，现金少一块。;-12;15;;;legacy_seen_run and legacy_acquired_seen_keep;让他们走;钱省下，买来的技术也走了。;5;-12;-5;;legacy_seen_run and legacy_acquired_seen_keep
legacy;legacy_delivery_debt;1202;供应商;delivery_debt_keep and !legacy_delivery_seen_keep and !legacy_seen_run;del;28;前任直播爆单时借了我的货。今天该付款了。;现在付;旧账结清，现金见底一截。;-15;;5;;legacy_seen_run and legacy_delivery_seen_keep;再拖一个月;钱留下，下一批货不会来。;8;;-8;-5;legacy_seen_run and legacy_delivery_seen_keep
legacy;legacy_exclusive;1203;第二大客户;exclusive_keep and !legacy_exclusive_seen_keep and !legacy_seen_run;del;28;前任签了独家。你继续只卖给一家吗？;照旧执行;大客户满意，其他市场关上。;8;;-12;5;legacy_seen_run and legacy_exclusive_seen_keep;付钱解约;市场重新打开，先赔一笔。;-15;;10;-5;legacy_seen_run and legacy_exclusive_seen_keep
legacy;legacy_old_product;1204;老客户;old_product_keep and !legacy_product_seen_keep and !legacy_seen_run;del;28;前任答应维护老产品。工程师今天来要人。;继续维护;老客户稳住，新项目少两个人。;-5;-8;10;;legacy_seen_run and legacy_product_seen_keep;停止维护;团队轻松，客户开始离开。;5;8;-12;;legacy_seen_run and legacy_product_seen_keep
legacy;legacy_founder_split;1205;联合创始人;founder_split_keep and !legacy_founder_seen_keep and !legacy_seen_run;del;28;前任让全公司站过队。现在我带走的人想回来。;让他们回来;技术回来，旧矛盾也回来。;-8;12;5;;legacy_seen_run and legacy_founder_seen_keep;不让回来;团队更稳，技术缺口还在。;5;5;-8;;legacy_seen_run and legacy_founder_seen_keep
legacy;legacy_founder_grudge;1206;联合创始人;founder_grudge_keep and !legacy_founder_seen_keep and !legacy_seen_run;del;28;前任没有解决我和董事会的冲突。今天轮到你选边。;站在他这边;团队支持你，董事会反对。;;10;;-12;legacy_seen_run and legacy_founder_seen_keep;站董事会;权力稳了，联创开始收拾工位。;;-10;;10;legacy_seen_run and legacy_founder_seen_keep
legacy;legacy_nephew;1207;董事长侄子;chairman_nephew_keep and !legacy_nephew_seen_keep and !legacy_seen_run;del;28;前任让我当了副总。现在我要直接管产品。;让他管;董事长满意，产品团队不服。;;-10;-5;12;legacy_seen_run and legacy_nephew_seen_keep;收回职位;团队支持你，董事长会算账。;;10;;-12;legacy_seen_run and legacy_nephew_seen_keep
legacy;legacy_layoff;1208;人事总监;layoff_keep and !legacy_layoff_seen_keep and !legacy_seen_run;del;28;前任裁了三十人。今天留下的人要求承诺不再裁。;公开承诺;团队安心，董事会少一张牌。;;12;;-8;legacy_seen_run and legacy_layoff_seen_keep;不给承诺;权力留着，简历开始外投。;;-10;;8;legacy_seen_run and legacy_layoff_seen_keep
legacy;legacy_star_sales;1209;销售冠军;star_sales_keep and !legacy_star_seen_keep and !legacy_seen_run;del;28;前任升过我，也可能告过我。现在三家客户只认我。;给他分红;客户稳住，他更难控制。;-8;-5;12;;legacy_seen_run and legacy_star_seen_keep;换掉他;权力回来，客户跟着走。;5;5;-12;5;legacy_seen_run and legacy_star_seen_keep
legacy;legacy_daily_exclusive;1210;大客户;dealer_keep and !legacy_dealer_seen_keep and !legacy_seen_run;del;28;前任答应只卖给我。今天有人出双倍价格抢货。;守旧合同;信用保住，钱少赚。;-8;;8;5;legacy_seen_run and legacy_dealer_seen_keep;卖给新人;现金多了，老客户当场解约。;12;;-12;-5;legacy_seen_run and legacy_dealer_seen_keep

endings;review_cash_low;1900;投资人;turn>=18 and cash<30;del;2400;公司还活着，但钱又只够两个月。打款条件是换掉你。;拿钱离开;钱到账，你的门禁同时失效。;;;;;end_融资换帅;拒绝交权;投资人起身走了，工资账户明天冻结。;;;;;end_破产清算
endings;review_team_low;1901;人事总监;turn>=18 and cash>=30 and team<30;del;2400;六名主管联名：你留下，他们就走。;我离开;他们撤回离职信，开始等下一任。;;;;;end_联创反杀;换掉他们;名单发完，公司只剩空工位。;;;;;end_人去楼空
endings;review_market_low;1902;董事长;turn>=18 and cash>=30 and team>=30 and market<30;del;2400;董事会找到一个买家。价格很低，但够发工资。;卖掉公司;投资人先拿钱，你最后离场。;;;;;end_低价卖身;继续撑着;买家走了，客户也没有回来。;;;;;end_无人问津
endings;review_capital_low;1903;董事长;turn>=18 and cash>=30 and team>=30 and market>=30 and capital<30;del;2400;复盘结束。七名董事已经投完票。;接受结果;七票同意换人。;;;;;end_一致行动;要求重投;第二次还是七票。;;;;;end_一致行动
endings;review_high;1904;董事长;turn>=18 and cash>=30 and team>=30 and market>=30 and capital>70;del;2300;公司没倒，董事会也赚到了钱。接任人正在门外。;体面交接;奖金到账，你把位置交给下一任。;;;;;end_功成身退;拒绝交接;奖金取消，接任人照样进门。;;;;;end_融资换帅
endings;review_normal;1905;董事长;turn>=18 and cash>=30 and team>=30 and market>=30 and capital>=30 and capital<=70;del;2300;十八个月到了。公司还在，董事会问你怎么离开。;办完交接;这一次，没有人需要保安送你。;;;;;end_任满交棒;现在就走;门在身后关上，交接箱还是空的。;;;;;end_融资换帅
