thematic;card;id;bearer;conditions;lockturn;weight;question;override_yes;answer_yes;yes_cash;yes_team;yes_market;yes_capital;yes_custom;override_no;answer_no;no_cash;no_team;no_market;no_capital;no_custom
split;split_board;106;董事长;;;;七个董事，四个说要留你，三个说要留他。你想怎么办？;留我;那他今天下午就会走，带走多少人我们不知道。;;;;;>_split_hewalks;各让一步;各让一步的结果，是两个人都不服，公司再吵一年。;;;;;>_split_stalemate
split;split_hewalks;107;人事总监;;;;他走了。技术总监、两个架构师、整个算法组，一起递的信。;都放;那是我们全部的技术底子。;;-25;-10;;split_done_keep and split_won_keep and nb_lost_tech+ and >_split_end_won;能留谁留谁;我去谈。但他们已经签了新公司的意向书。;-10;-15;-5;;split_done_keep and split_won_keep and >_split_end_won
split;split_stalemate;108;联合创始人;;;;我们这样耗了三个月，什么都没推进。竞对上季度增长了四成。;我先退;你退了，他也不会服。这事没有和棋。;;;;;>_split_faction;继续耗;那就一起看着公司慢慢烂掉。;;;;;split_done_keep and >_split_end_rot
split;split_end_won;109;人事总监;;;;他的工位收拾干净了。桌上留了个东西 —— 你们第一版产品的原型机。;留着;要放哪儿？;;;;;;扔了;好。;;;;;
split;split_end_puppet;110;人事总监;;;;下面在传，说你现在只管签字。要不要开个全员会说明一下？;开;说明什么呢。;;;;;;不开;那传言就是真的了。;;;;;
split;split_end_rot;111;财务总监;;;;这三个月我们烧了四千万，什么都没做出来。这是账。;我看看;每一笔都能解释。合在一起解释不了。;;;;;;不用看;那我放这儿。;;;;;
split;split_return;112;市场总监;split_done_keep and nb_month_run>18;400;40;他那家公司昨天融了 B 轮。投资人是我们当年谈崩的那家。;正面打;他知道我们所有的底牌。;;;-10;;>;不接招;他会把我们的客户一个一个挖走。;;;-15;-5;>
split;split_return_02;113;联合创始人;;;;好久不见。我来谈收购 —— 我收你们。;开个价;这个价，你董事会会同意的。他们早就想退了。;;;;;>_split_end_bought;不卖;那我就再等两年。反正时间站在我这边。;;;;;>_split_end_refuse
split;split_end_bought;114;董事长;;;;签完了。你可以选一个头衔，荣誉副董事长，或者顾问。;顾问;顾问不用来上班。这是好事。;;;;-10;split_bought_keep;都不要;那就什么都不写。;;-5;;-5;split_bought_keep
split;split_end_refuse;115;联合创始人;;;;那我们就慢慢比。看谁先撑不住。;比就比;当年我们说过要一起做到最后。;;;;;split_rival_keep;别演了;我没演。我是真的觉得可惜。;;;;;split_rival_keep
crisis;crisis_01;200;财务总监;cash<30 and !crisis_done_run;del;60;按现在的烧法，账上的钱还能撑五十一天。;想办法融;现在这个数据，估值要打对折。;;;;-5;>;先省着;省能省出两个月。两个月之后呢。;-5;-10;;;>
crisis;crisis_02;201;供应商;;;;三个月的货款，一百四十万。我今天不走了。;先付一半;剩下一半什么时候。;;;;;>_crisis_paid;再宽限;那我下次就不送货了。你们停产我不管。;;;;;>_crisis_unpaid
crisis;crisis_paid;202;财务总监;;;;付完他这一百四，工资就差七十万。;挪工资;这个月发一半，下个月补。;;-15;;;>_crisis_payroll;挪研发;研发那边刚立项，停了就废了。;;-5;-10;;>_crisis_rnd
crisis;crisis_unpaid;203;交付负责人;;;;他真的停供了。生产线明天早上停。;找新供应商;新的要现款现货，价格高三成。;-20;;;;>_crisis_newsupply;停两天;停两天，三个客户的交期违约。;;;-15;-5;>_crisis_default
crisis;crisis_payroll;204;人事总监;;;;工资发一半的通知贴出去了。走廊里现在没人说话。;开个会;说什么呢。;;;;;>_crisis_meeting;不解释;那明天就会有人不来了。;;;;;>_crisis_quiet
crisis;crisis_rnd;205;技术总监;;;;项目停了。带头那个博士今天下午提了离职，他去了对面。;放;他手里有我们全部的模型参数。;;-10;-10;;nb_lost_tech+ and >_crisis_leak;谈谈;他说不是钱的事。是他不信这公司还能活。;;-5;;-5;>_crisis_quiet
crisis;crisis_newsupply;206;财务总监;;;;现款拿了货，账上剩十九万。这个月过不去了。;借;高利贷的年化是三十六。;15;;;-15;debt_keep and >_crisis_loan;不借;那就是我刚才说的，过不去。;-10;;;;>_crisis_edge
crisis;crisis_default;207;大客户;;;;违约金按合同是订单额的两成。或者，你们把独家代理给我。;赔钱;两百三十万，一次性。;-25;;;;>_crisis_edge;给代理;那你们以后只能通过我卖。价格我定。;10;;-20;;dealer_keep and >_crisis_edge
crisis;crisis_meeting;208;;;;;我站在会议室前面，二十几个人看着我。他们想听的不是道理。;认;这个月是我没做好。下个月我先不拿钱。;;;;;>_crisis_edge;打气;讲了二十分钟愿景，散会时没人鼓掌。;;;;;>_crisis_edge
crisis;crisis_quiet;209;人事总监;;;;走了六个。剩下的没走，但也不干活了。;等;等什么？;;;;;>_crisis_edge;摊牌;我告诉他们真实情况了。走了三个，留下的开始加班。;;;;;>_crisis_edge
crisis;crisis_leak;210;技术总监;;;;对面上周发的新版本，有个 bug 跟我们一模一样。同一行代码。;告他;打官司要两年，我们撑不到判决。;-10;;;;>_crisis_edge;算了;算了的意思是，我们白干了三年。;;-10;-10;;>_crisis_edge
crisis;crisis_loan;211;财务总监;;;;这笔钱三个月后要还三百二。你想好怎么还了吗？;想好了;说说。;;;;;crisis_done_run and >_crisis_edge;没想;那我们就是在赌。;;-5;;-5;crisis_done_run and >_crisis_edge
crisis;crisis_edge;212;董事长;;400;;我看了这个月的账。你打算怎么跟其他董事解释？;实话;实话是我们差一点就没了。;;;;;crisis_done_run;粉饰一下;他们看得懂账。;;;;;crisis_done_run and lie_keep
ipo;ipo_01;300;董事长;dynasty>4 and capital>55 and !ipo_done_keep;del;50;可以准备上市了。从今天起，你说的每句话都是要负责的。;开始吧;那我让投行进场。;;;;10;ipo_run and >;再等等;窗口期不等人。今年过了，明年是什么行情谁也不知道。;;;;-10;>
ipo;ipo_02;301;投行负责人;;;;招股书里这三年的增长曲线，我们建议做一点技术性处理。;怎么处理;把去年那个季度的下滑，并到前一年去。合规的。;;;;;ipo_polish_keep and >;不动;那估值会低两成。你确定？;;;;;>
ipo;ipo_03;302;人事总监;;;;老员工在问期权。有几个是第一批进来的，手里的份额被稀释了三轮。;补;补给他们，董事会那边要过会。;-10;15;;-5;>;按规矩;规矩是他们签过的。但人心不是按规矩长的。;;-15;;;>
ipo;ipo_04;303;联合创始人;;;;敲钟那天，我想站在台上。;来吧;那是我们一起做的。;;;;;>;不合适;那我就在下面看。;;;;;>
ipo;ipo_05;304;大客户;;;;听说你们要上市。我们这个单子，能不能再谈谈价格。;不改;那我可能要考虑别的供应商了。;;;;;>_ipo_press;可以谈;上市前的营收数字很重要，我知道。;;;;;>_ipo_press
ipo;ipo_press;305;记者;;;;有位前员工联系了我们，说了些关于加班的事。你想回应吗？;回应;那我们会全文引用。;;;;;>_ipo_media;不回应;那我们就只发他那一面。;;;;;>_ipo_media
ipo;ipo_media;306;公关总监;;;;稿子发了，热搜第七。评论区在骂。;硬扛;三天就过去了。;;;;;>_ipo_bell;道歉;道歉之后要有动作，不然更难看。;;;;;>_ipo_bell
ipo;ipo_bell;307;董事长;;;;敲钟的锤子只有一把。台上站几个人，明天的照片就定了。;一个人;那这家公司就是你的故事。;;;;;>_ipo_final;全都上;那照片里就看不清谁是创始人了。;;;;;>_ipo_final
ipo;ipo_final;308;投行负责人;;400;;明天开盘。定价定在多少，现在还能改。;定高;高了破发，散户骂你三年。;;;;10;>_ipo_open;定低;低了，等于把钱送给打新的。老股东会有意见。;10;;;-10;>_ipo_open
ipo;ipo_open;309;财务总监;;;;开盘涨了六成。你的股份还有十二个月才解禁。;看着办;这一年你什么都不能做。;;;;10;ipo_done_keep and public_keep and >_ipo_after;减持;解禁前减持是违规的。有人这么干过，进去了。;;;;-20;ipo_done_keep and public_keep and >_ipo_after
ipo;ipo_after;310;董事长;;;;上市之后，每个季度都要有个数字给市场看。你准备好了吗？;准备好了;那从下个季度开始，我们每三个月见一次。;;;;;;这不对;对不对不重要了。规则变了。;;;;;
ipo;ipo_pressure;311;董事长;public_keep;60;30;这个季度差了两千万。要么想办法补上，要么下周电话会上你自己解释。;做账;那是犯罪。;10;;;-15;fraud_keep;认;股价会跌。;;;-10;-10;
ipo;ipo_lawsuit;312;法务;fraud_keep;;400;证监会来函了。问的是去年三季度那笔收入。;配合;那我们要交出所有原始凭证。;;;;-15;>;拖;拖不过去。函件有回复期限。;;-5;;-25;>
ipo;ipo_lawsuit_02;313;董事长;;;;这事只有一个人能背。你，或者财务总监。;我来;那明天的公告我们已经准备好了。;;-10;-10;-30;;他来;他跟了你六年。;;-25;;-10;betray_keep
leak;leak_01;400;技术总监;dynasty>7 and !leak_done_keep;del;45;有个安全研究员给我们发了邮件。他说能下载到全部用户数据。;先核实;我已经核实了。他说的是真的。;;;;;>;是不是骗人;他附了一份样本。里面有你的手机号。;;-5;;;>
leak;leak_02;401;法务;;;;按规定，七十二小时内要上报并通知用户。;上报;那明天所有媒体都会知道。;;;-20;-10;leak_reported_keep and >_leak_public;先补漏洞;补完再说。也许没人发现。;;-5;;;leak_hidden_keep and >_leak_quiet
leak;leak_public;402;公关总监;;;;通报发出去了。有用户在问，为什么现在才说。;实话;说我们昨天才发现。;;;;;>_leak_after;含糊;含糊的结果是他们自己去猜。;;;;;>_leak_after
leak;leak_quiet;403;技术总监;;;;漏洞补完了。但那个研究员还在等我们回复。;给他钱;这叫封口费。他可能会录音。;;;;;>_leak_bribe;不回;那他会公开。时间早晚的事。;;;;;>_leak_bomb
leak;leak_bribe;404;技术总监;;;;他收了。但他说，还有第二个人也发现了。;继续给;这就没底了。;-15;;;-5;>_leak_bomb;不给了;那就等着。;;;;;>_leak_bomb
leak;leak_bomb;405;记者;leak_hidden_keep;;500;三个月前的漏洞，你们既没上报也没通知用户。有什么要说的吗？;认;瞒报的处罚是营收的百分之四。;-25;;-25;-20;>_leak_after;不认;我们手上有你们内部的邮件。;-15;-10;-30;-25;>_leak_after
leak;leak_after;406;人事总监;;;;下面有人在问，如果再遇到这种事，我们是不是还这么处理。;会上报;那要写进制度里。;;;;;leak_done_keep;看情况;那他们就知道了。;;;;;leak_done_keep
leak;leak_fine;407;法务;leak_reported_keep;80;30;监管的处罚下来了。八百万，另外要求整改半年。;交;整改期内不能上新功能。;-20;;-5;;;申诉;申诉不会减，只会拖长。;-20;;-10;-5;
leak;leak_trust;408;大客户;leak_done_keep;100;25;你们出事之后，我们法务要求加一条数据责任条款。无上限赔偿。;签;那以后每次出事都是我们全赔。;;;10;-10;;不签;那这个合同就不续了。;-10;;-15;;
leak;leak_hire;409;人事总监;leak_done_keep;120;25;要不要设一个安全负责人。一年成本三百万，平时看不出用处。;设;看不出用处就是最好的用处。;-10;5;;5;security_keep;不设;那下次还是今天这样。;;-5;;;
daily;d_supplier_01;500;供应商;;40;10;老王家的货，这个月能不能先结一半。;结;那我下个月还按老价格给你。;-10;;5;;;下个月;行，我等。;8;;-5;;
daily;d_supplier_02;501;采购经理;;60;10;新来的供应商报价低两成。但没做过我们这个行业。;换;省下来的钱一年是四百万。;12;;-5;;;不换;老王合作七年了，一次没出过问题。;;;5;;
daily;d_supplier_03;502;采购经理;;80;8;有个供应商想请我吃饭。他明说了，是想谈谈明年的量。;去;吃饭而已。;5;;;-5;;不去;那他会觉得我们不给面子。;;;;;
daily;d_finance_01;503;财务总监;;50;12;这个月的发票能不能晚点开。开了就要交这个季度的税。;晚开;客户那边催了三次了。;8;;-5;;;按时开;那这个季度的税是六百万。;-10;;;5;
daily;d_finance_02;504;财务总监;;70;10;年会预算，去年是八十万。今年要不要照旧。;照旧;下面盼一年就盼这个。;-10;12;;;;砍掉;砍了能省八十万。也能省掉不少笑脸。;10;-12;;;
daily;d_finance_03;505;财务总监;;90;8;有人拿了一张两万三的餐费票来报销。上面是七个人的名字。;报;那以后都这么报。;;5;;-5;;不报;那这事今天就会传遍公司。;;-5;;5;
daily;d_hr_01;506;人事总监;;40;12;技术那边有个人要涨薪。他说外面给的是我们的一倍半。;涨;那其他人也会来问。;-10;12;;;;不涨;他大概两周内就会走。;5;-10;;;
daily;d_hr_02;507;人事总监;;50;12;绩效考核要不要按比例强制分布。总得有人拿 C。;强制;那团队里就要有人当垫背的。;;-10;;8;;不强制;那考核就没意义了，大家都是 B。;;8;;-5;
daily;d_hr_03;508;人事总监;;60;10;有个员工怀孕了。她是这个项目的核心。;正常休;那项目要延期两个月。;;12;-5;;;调整下;调整的意思是，换人？;;-15;;;
daily;d_hr_04;509;技术总监;;70;10;下面想搞技术分享会，每周五下午两个小时。;搞;一年下来是一百个工时乘以全组人数。;-5;8;;;;算了;那他们就自己在群里发链接。;;;;;
daily;d_hr_05;510;人事总监;;80;10;有人在匿名论坛发帖说我们加班严重。内容基本是真的。;不管;那帖子会一直挂在那儿。;;;;;;查是谁;查出来了怎么办。;;-12;;;
daily;d_hr_06;511;人事总监;;90;8;招聘要不要放宽学历要求。现在这个门槛，简历量少一半。;放宽;那筛选成本会上去。;-5;8;;;;不放;那就慢慢等。;;;;;
daily;d_hr_07;512;技术总监;;100;8;有个实习生写的东西比正式员工好。他明年毕业。;提前签;给多少。;-5;10;;;;等毕业;等到明年，他手上会有五个offer。;;;;;
daily;d_market_01;513;市场总监;;40;12;竞对昨天降价三成。我们跟不跟。;跟;那这个季度的利润就没了。;-12;;15;;;不跟;那客户会一个一个问我们为什么贵。;5;;-8;;
daily;d_market_02;514;市场总监;;50;12;有个头部博主要收费推我们。三十万一条，他有八百万粉。;投;转化率没人保证。;-12;;15;;;不投;那这三十万就还在账上。;;;;;
daily;d_market_03;515;大客户;;60;10;我们想要独家。作为交换，明年的量翻倍。;给;那你就是我们唯一的出口了。;12;;-10;;dealer_keep;不给;那量还是老样子。;;;;;
daily;d_market_04;516;客户;;70;10;你们的产品我们用了两年，有个功能一直没做。;做;那要占掉一个季度的排期。;;-5;12;;;不做;那我们就自己找人做个外挂。;;;;;
daily;d_market_05;517;市场总监;;80;10;要不要把价格提上去。我们现在是行业最低。;提;提价会掉一批客户。;12;;-10;;;不提;那我们永远是那个便宜的。;-5;;5;;
daily;d_capital_01;518;董事长;;40;12;有家基金想投下一轮。但他们要一个董事席位和一票否决权。;要钱;那以后大事你说了不算。;20;;;-12;;不要;那我们就自己撑。;;;;8;
daily;d_capital_02;519;投资人;;50;10;你们这个季度的数据，跟当初 BP 上写的差得有点远。;解释;市场变了。;;;;5;;认;那我下次投委会不好讲。;;;;-10;
daily;d_capital_03;520;董事长;;60;10;要不要做股权激励池。留出百分之十五给团队。;做;那所有老股东都要按比例稀释。;;15;;-10;;不做;那核心的人拿什么留。;;-8;;5;
daily;d_capital_04;521;投资人;;70;10;我们想退出一部分。你能不能帮我们找个接盘的。;帮;那新进来的人是什么条件我们不知道。;;;;8;;不帮;那我们的关系就到这儿了。;;;;-10;
daily;d_capital_05;522;董事长;;80;8;有人想收购我们。价格是上一轮估值的一点二倍。;谈谈;谈了就会传出去。;;-5;;8;;不谈;那这个价明年可能就没有了。;;;;;
daily;d_rival_01;523;市场总监;;50;12;竞对在挖我们的人。他们开的价我们跟不了。;涨薪留人;全组涨一遍是每年八百万。;-12;15;;;;不跟;那走几个算几个。;;-10;;;
daily;d_rival_02;524;技术总监;;60;10;对面新出的功能，跟我们内部的方案一模一样。可能有人泄露。;查;查内鬼会让所有人都不舒服。;;-10;5;;;不查;那下次还会有。;;;;;
daily;d_rival_03;525;市场总监;;70;10;有个竞对的销售总监想过来。他手上有客户名单。;要;那名单是他前公司的资产。;;;15;-5;-5;不要;那他会去别家。;;;;;
daily;d_rival_04;526;公关总监;;80;8;有人在写行业分析，把我们排在第四。要不要沟通一下。;沟通;沟通是要花钱的。;-5;;8;;;不沟通;那第四就第四。;;;;;
daily;d_legal_01;527;法务;;60;10;税务来查上两年的账。有几笔我们自己也说不太清。;主动补;补了大概两百万，加滞纳金。;-12;;;8;;等他们查;查出来是补缴加罚款，一倍到三倍。;;;;-12;
daily;d_legal_02;528;法务;;70;10;有个前员工起诉我们，说加班费没给。他有考勤记录。;和解;和解金大概十五万。;-5;5;;;;打;打赢了也是这个数，还多花律师费。;-8;-8;;;
daily;d_legal_03;529;法务;;80;8;我们的商标被人抢注了。对方要八十万转让。;买;八十万买回自己的名字。;-12;;5;;;不买;那我们要换个名字，或者打三年官司。;;;-10;;
daily;d_legal_04;530;法务;;90;8;监管出了新规，我们有两条不合规。整改要停业三周。;整改;三周没有收入。;-12;;;8;;拖;拖到被查，是停业加罚款。;;;;-12;
daily;d_ops_01;531;交付负责人;;50;12;这个月的交期又要延了。要不要跟客户说实话。;说;说了他们会扣款。;-5;;8;;;先不说;不说的话，到期那天更难看。;;;-10;;
daily;d_ops_02;532;技术总监;;60;10;系统有个老问题，重构要三个月。不重构就一直打补丁。;重构;三个月不出新东西。;;8;-8;;;打补丁;那三年后这个系统没人敢碰。;;-5;5;;
daily;d_ops_03;533;交付负责人;;70;10;仓库租约到期了。续租涨三成，搬要停半个月。;续;涨的这部分一年是两百万。;-10;;5;;;搬;半个月发不出货。;5;;-10;;
daily;d_ops_04;534;技术总监;;80;8;服务器要不要上云。上云每年多花，但不用自己养人。;上;运维那两个人怎么办。;-8;-5;8;;;不上;那机房还得自己管。;;;;;
daily;d_office_01;535;人事总监;;60;10;要不要装工位监控。说是防泄密。;装;那大家都会知道自己被看着。;;-12;;8;;不装;那泄密的时候查不到。;;5;;;
daily;d_office_02;536;人事总监;;70;10;有人提议把周报改成双周报。说写周报的时间比干活多。;改;那我下周就少看一半东西。;;10;;-5;;不改;那他们就继续写。;;;;;
daily;d_office_03;537;人事总监;;80;10;办公室的咖啡机坏了。修要三千，换要一万二。;换;一万二能买不少人心。;-5;8;;;;修;修好了还能用两年。;;;;;
daily;d_pub_01;538;公关总监;;60;10;有个行业峰会请你做主题演讲。同台的是三个上市公司老板。;去;讲什么呢。;;;8;5;;不去;那位置会给竞对。;;;-5;;
daily;d_pub_02;539;记者;;70;10;我们想做一篇创业故事。会问到早期的一些事。;接受;哪些事。;;;8;;;不接受;那我们就写公开资料。;;;;;
daily;d_pub_03;540;公关总监;;80;8;你上次那条微博有句话被截出来了。现在有两万转发。;删;删了会被说心虚。;;;-5;;;不删;那就让它挂着。;;-5;5;;
daily;d_pub_04;541;公关总监;;90;8;有个奖项可以买，二十万。放在官网上挺好看。;买;买了没人会知道是买的。;-5;;8;;;不买;那官网上就没有奖。;;;;;
daily;d_ind_01;542;市场总监;;80;10;同行有家公司倒了。他们的客户现在到处在问。;去接;那些客户是他们没伺候好的。;;-5;12;;;不接;那就让别人接。;;;;;
daily;d_ind_02;543;人事总监;;90;10;那家倒掉的公司，有二十几个人在投我们。;招;里面有几个不错的。;-8;12;;;;不招;那我们就错过一批便宜的人。;;;;;
daily;d_ind_03;544;技术总监;;100;8;行业里在传一个新技术。跟不跟，现在看不清。;投人进去;投了可能是白投。;-10;;10;;;观望;观望到看清的时候，就晚了。;;;-5;;
daily;d_person_01;545;;;60;10;今天是我女儿的家长会。同时是季度董事会。;去家长会;董事会推到下周。;;5;;-5;;去董事会;她说没关系。;;;;;
daily;d_person_02;546;;;70;10;体检报告出来了，几项指标不太好。医生建议休一个月。;休;公司一个月没人管。;;5;;-5;;不休;那就先这样。;;;;;
daily;d_person_03;547;;;80;10;老朋友借钱，二十万。他说三个月还。;借;这是我自己的钱。;;;;;;不借;那这个朋友大概就没了。;;;;;
daily;d_person_04;548;;;90;8;有人问我，做这个到底是为了什么。我一时没答上来。;为了钱;至少是实话。;;;;;;为了做成一件事;那件事是什么，我也说不清了。;;;;;
daily;d_dyn_01;549;人事总监;dynasty>2;100;20;老员工在议论，说这几年换了好几个 CEO。;开个会;说什么。;;8;;;;不理;那他们就自己猜。;;-5;;;
daily;d_dyn_02;550;董事长;dynasty>4;120;20;你是第几任了？我都记不清了。;第五任;前面四个都是被换掉的。;;;;;;记不清;那说明这个位置本来就是流水的。;;;;;
daily;d_dyn_03;551;;dynasty>9;150;25;仓库最里面有个箱子，是创始团队的东西。要不要清掉。;留着;放着占地方。;;5;;;;清掉;那就没人记得了。;;-5;;;
daily;d_legacy_01;552;财务总监;debt_keep;60;25;上一任借的那笔钱，这个月要还了。;还;账上会空一半。;-20;;;8;;再借;那就是借新还旧。;10;;;-12;
daily;d_legacy_02;553;人事总监;nb_lost_tech>0;80;25;上次走掉那批技术，现在在竞对那边做我们的对标产品。;认了;那是我们自己没留住。;;;-5;;;招回来;开双倍的价，有两个愿意回。;-12;12;;;
daily;d_legacy_03;554;公关总监;lie_keep;100;25;上一任在董事会上说过的数字，现在对不上了。;说清;那要承认之前有问题。;;5;;-8;;继续圆;圆一次要圆一辈子。;;;;-5;
daily;d_legacy_04;555;董事长;betray_keep;120;25;那个替你背锅的人，他家里人上周来公司了。;见;她说不是来闹的，是想问个明白。;;8;;;;不见;那她就在楼下等。;;-12;;;
daily;d_legacy_05;556;法务;public_keep;80;20;上市公司信息披露，这条要不要报。报了股价会动。;报;规则就是规则。;;;-5;8;;不报;不报是违规。;;;;-15;
daily;d_good_01;557;技术总监;;100;10;那个项目做完了。团队想申请三天假。;批;三天没人干活。;;12;-5;;;不批;后面还有排期。;;-8;;;
daily;d_good_02;558;大客户;;110;10;这单我们提前付款，你给个折扣就行。;给;现金提前到账。;12;;-5;;;不给;那我们按合同走。;;;;;
daily;d_good_03;559;市场总监;;120;10;有个小客户，量很小，但一直在续。今年他们要涨量了。;重视;小客户变大客户就是这么来的。;;;12;;;按老样子;那也没什么损失。;;;;;
daily;d_win_01;560;财务总监;;90;12;这个季度超了预算目标百分之十八。要不要报给董事会。;报;数字好看的时候就该让他们看见。;;;;10;;先压着;压着干什么，等下个季度差了一起报？;5;;;-5;
daily;d_win_02;561;市场总监;;100;12;那个大单签了。三年期，年付。;庆祝一下;应该的。;-5;10;;5;;继续干;下一个单子已经在谈了。;;;5;5;
daily;d_win_03;562;投资人;;110;12;你们上季度的数据我看了。下一轮我们想加注。;要;估值可以谈得比上次好。;15;;;12;;暂时不要;不要钱的公司，投资人反而更想投。;;;;8;
daily;d_win_04;563;技术总监;;100;12;那个功能上线了。用户自发在社区里写了长评。;转出去;那是最好的广告，还不要钱。;;5;12;;;不声张;做产品的人自己知道就够了。;;8;;;
daily;d_win_05;564;董事长;;120;12;有家上市公司想跟我们战略合作。他们出钱出渠道。;合作;那我们要让出一部分决策权。;12;;12;-8;;自己做;那就慢一点，但都是自己的。;;5;;5;
daily;d_win_06;565;人事总监;;110;12;今年一个核心的都没走。这在我们这行不常见。;发奖金;那是应该的。;-8;15;;;;写进汇报;董事会喜欢看这个。;;5;;8;
daily;d_win_07;566;财务总监;;130;10;应收账款收回来了，比预计的快两个月。;补研发;那笔钱正好够。;-5;5;8;;;放着;放着心里踏实。;10;;;5;
daily;d_win_08;567;市场总监;;120;10;有个客户主动帮我们介绍了三家同行。;谢谢他;要不要给点返点。;-5;;12;;;记着;这种客户以后要重点伺候。;;;8;;
daily;d_win_09;568;董事长;;140;10;董事会一致通过了你的年度方案。这是第一次。;不容易;是你这一年做出来的。;;5;;12;;应该的;别太得意。下一年更难。;;;;8;
daily;d_win_10;569;技术总监;;130;10;那个老系统重构完了。比预计早了三周。;放假;三周的假，团队值得。;;12;-5;;;接下一个;那他们大概会有点意见。;;-5;8;5;
daily;d_grow_01;570;市场总监;;80;14;渠道那边说，再投一笔就能进两百家门店。;投;那是今年的市场预算全部。;-12;;18;;;不投;那就守着现在这些。;;;;;
daily;d_grow_02;571;市场总监;;90;14;有个新平台在招首批商家，免佣半年。;上;要抽两个人过去做。;;-5;15;;;不上;等它做起来了，位置就没了。;;;-5;;
daily;d_grow_03;572;技术总监;;100;14;把产品拆一个免费版出去，能拉一批新用户。;拆;免费的会吃掉一部分付费的。;-5;;18;;;不拆;那增长就还是靠销售一家一家跑。;;;;;
daily;d_grow_04;573;市场总监;;110;14;老客户里有六成没用过我们的新功能。;做个推广;成本不高，见效快。;-5;;12;;;算了;那他们续约的时候可能就走了。;;;-8;;
daily;d_grow_05;574;客户;;90;14;我们想把你们介绍给集团其他三家子公司。;当然好;那要专门配一个团队。;-8;-5;20;;;先不了;那这条线就断了。;;;-5;;
daily;d_cap_01;575;董事长;capital>60;100;14;董事会想让你去做行业协会的理事。露脸的事。;去;那要占掉不少时间。;;-5;5;12;;不去;那位置会给别人。;;;;-5;
