thematic;card;id;bearer;conditions;lockturn;weight;question;override_yes;answer_yes;yes_cash;yes_team;yes_market;yes_capital;yes_custom;override_no;answer_no;no_cash;no_team;no_market;no_capital;no_custom
pressure;risk_market_high;925;交付负责人;market>82 and market<100 and !risk_market_run and turn>1;del;6000;订单已经排到明年。再接一单，就会一起违约。;暂停接单;销售会骂，交付能喘口气。;;;-20;-5;risk_market_run;外包交付;钱和口碑都交给别人赌。;-15;-8;-15;;risk_market_run
pressure;risk_capital_low;926;董事长;capital<18 and capital>0 and !risk_capital_run and turn>1;del;6000;再少一票，董事会今天就能换掉你。;让出预算权;他们要的从来不只是一票。;;-5;;22;risk_capital_run and investor_veto_keep and nb_capital_grip+;拉拢联创;他会问，你以前为什么不找他。;;8;;15;risk_capital_run and nb_founder_trust+
pressure;risk_capital_high;927;法务;capital>82 and capital<100 and !risk_capital_run and turn>1;del;6000;董事会已经能越过你决定所有事。今天不收回一项权力，你只剩头衔。;收回人事权;下面至少知道该听谁的。;;5;;-20;risk_capital_run;收回预算权;董事长会把这理解成宣战。;-5;;;-22;risk_capital_run
rescue;rescue_open;100;财务总监;nb_story=0 and !rescue_started_keep;del;5000;账上的钱只够三个月。董事长和领投方已经在会议室等你。;去见;他们只带了一份文件。;;;;;rescue_started_keep and >_rescue_offer;先看账;每一页都写着同一个结论：等不到下一轮。;;;;;rescue_started_keep and >_rescue_offer

rescue;rescue_offer;101;领投人;;;;钱今晚到账。以后五百万以上的支出，要我们签字。;签;钱是公司的，签字权也是。;25;-5;;12;investor_veto_keep and nb_capital_grip+ and >_rescue_observer;不签;那我祝你周五发得出工资。;;;;-12;investor_refused_keep and >_rescue_choice
rescue;rescue_observer;102;董事长;;;;财务观察员明天入职，直接向投资人汇报。;让他来;你会习惯会议室里多一把椅子。;;;;5;finance_observer_keep;这不在条件里;现在在了。;;;;-8;finance_observer_keep and nb_capital_grip+
rescue;rescue_choice;103;财务总监;;;;不拿这笔钱，只剩两条路：让大客户预付，或者今晚裁三十个人。;找客户;他一直想要独家。;;;;;>_rescue_customer;准备名单;研发会占一半。;;;;;>_rescue_layoff
rescue;rescue_customer;104;大客户;;;;一年货款今天预付。同类产品以后只能卖给我。;成交;从今天起，你只有一个真正的客户。;22;;10;-5;dealer_keep and nb_customer_grip+;不独家;那就没有预付款。;;;;-5;>_rescue_layoff
rescue;rescue_layoff;105;人事总监;;;;名单三十人，十八个在研发。今晚发，能多撑两个月。;我签;联创要是问，我会说是你定的。;15;-18;;5;layoff_keep and nb_founder_hurt+;先欠工资;所有人都会在周五发现。;8;-10;;-10;debt_keep
rescue;rescue_resume_veto;106;财务总监;nb_story=0 and rescue_started_keep and investor_veto_keep and turn=1;del;5000;前任拿到了救命钱，也把预算权留给了投资人。第一笔付款正在等他们签。;催他们签;他们说先看你的经营计划。;;;;-5;;先见团队;至少先告诉他们，谁在决定。;;5;;-5;
rescue;rescue_resume_dealer;107;大客户;nb_story=0 and rescue_started_keep and dealer_keep and turn=1;del;4900;前任收了我们的预付款。欢迎上任，独家协议还有四年。;照合同来;那就先改掉卖给别人的功能。;5;;8;;;重新谈;钱已经花了，合同不会自己消失。;-5;;-8;;
rescue;rescue_resume_layoff;108;联合创始人;nb_story=0 and rescue_started_keep and layoff_keep and turn=1;del;4800;前任裁了十八个研发，然后走了。你坐的是他的椅子，空的是我的工位。;把人找回来;有几个已经去了竞对。;-10;8;;;;先把活接住;剩下的人已经连上了十二天班。;;-8;5;;nb_founder_hurt+
rescue;rescue_resume_debt;109;财务总监;nb_story=0 and rescue_started_keep and debt_keep and turn=1;del;4700;前任借钱发了工资。你上任的第一件事，是在还款单上签字。;先还一部分;利息照整笔算。;-12;;;5;;再借一笔;下一任会收到同一张单。;12;;;-10;debt_roll_keep and nb_capital_grip+
rescue;rescue_relief_veto;110;财务总监;nb_story=0 and investor_veto_keep and !rescue_relief_run and turn>=5;del;1200;桥接款到账了。工资、房租和供应商，今晚都能付。;发一笔奖金;投资人会在明早看到。;-8;10;;-5;rescue_relief_run;先别动;账上终于有了能睡觉的钱。;5;;;5;rescue_relief_run
rescue;rescue_relief_dealer;111;市场总监;nb_story=0 and dealer_keep and !rescue_relief_run and turn>=5;del;1200;大客户的预付款到了。银行短信第一次没有催你。;庆祝一下;所有人都以为最难的时候过去了。;-5;8;5;;rescue_relief_run;先排交付;合同上的日期比大家想得早。;;-5;8;;rescue_relief_run
rescue;rescue_relief_layoff;112;财务总监;nb_story=0 and layoff_keep and !rescue_relief_run and turn>=5;del;1200;裁员省下的钱够撑两个月。董事长说这次动作很果断。;告诉团队;留下的人没有鼓掌。;;-5;;8;rescue_relief_run;只报董事会;他们喜欢这个数字。;;;;10;rescue_relief_run
rescue;rescue_relief_debt;113;财务总监;nb_story=0 and debt_keep and !rescue_relief_run and turn>=5;del;1200;借来的钱到了。工资发出去后，群里有人发了一个谢谢老板。;回一句;下一条消息在问下个月。;;8;;;rescue_relief_run;别回;至少今晚没人辞职。;;3;;;rescue_relief_run
rescue;rescue_cost_veto;114;领投人;nb_story=0 and investor_veto_keep and !rescue_cost_run and turn>=9;del;1400;研发要买一批服务器。我没签。活下去比做新东西重要。;照买;你是在用我的钱反对我。;-15;8;5;-15;rescue_cost_run and rescue_cost_veto_run and nb_founder_trust+;停掉;联创会知道是谁点的头。;5;-12;;8;rescue_cost_run and rescue_cost_veto_run and nb_founder_hurt+
rescue;rescue_cost_dealer;115;大客户;nb_story=0 and dealer_keep and !rescue_cost_run and turn>=9;del;1400;交付日期提前一个月。我们已经替你向总部保证了。;接下来;那就让研发把别的都停掉。;5;-12;8;;rescue_cost_run and rescue_cost_dealer_run and nb_founder_hurt+;按合同;合同也写着我们可以取消下一年。;;;-15;-5;rescue_cost_run and rescue_cost_dealer_run
rescue;rescue_cost_layoff;116;联合创始人;nb_story=0 and layoff_keep and !rescue_cost_run and turn>=9;del;1400;被裁的人里有六个去了竞对。他们带走的，是我们还没发布的版本。;加钱请回来;有人愿意谈，但不会便宜。;-15;8;5;-5;rescue_cost_run and rescue_cost_layoff_run and nb_founder_trust+;让剩下的人顶;他们已经在替三十个人干活。;;-15;-5;5;rescue_cost_run and rescue_cost_layoff_run and nb_founder_hurt+
rescue;rescue_cost_debt;117;财务总监;nb_story=0 and debt_keep and !rescue_cost_run and turn>=9;del;1400;还款日在下个月。借两百万，要还三百二十万。;再借一笔;先把今天推给下一任。;15;;;-12;rescue_cost_run and rescue_cost_debt_run and debt_roll_keep and nb_capital_grip+;停一个项目;联创会问，为什么先停他的。;8;-10;-8;;rescue_cost_run and rescue_cost_debt_run and nb_founder_hurt+
rescue;rescue_review_warn;118;董事长;nb_story=0 and rescue_cost_run and !review_warn_run and turn>=15;del;1600;六个月后，董事会重审你的任命。到时候他们只看公司还欠谁。;把账摊开;有些承诺不适合放在一张表里。;;5;;-8;review_warn_run and truth_keep;先过这关;那就准备两套说法。;;;;8;review_warn_run and lie_keep
endings;rescue_final_veto;119;领投人;nb_story=0 and rescue_cost_veto_run and turn>=18;del;2200;桥接款救了公司。现在请兑现另一半：把经营权交出来。;签交接;钱救活了公司。你不在救助范围里。;;;;;nb_story+ and end_融资换帅;要求投票;刚投完。五票同意，两票弃权。;;;;;nb_story+ and end_融资换帅
endings;rescue_final_dealer;120;董事长;nb_story=0 and rescue_cost_dealer_run and turn>=18;del;2200;新投资人愿意填上缺口。独家协议一字不改，条件是换一位 CEO。;让他接;签完以后，所有人都松了口气。除了你。;;;;;nb_story+ and dealer_keep and end_融资换帅;我不签;工资账户明早冻结。;;;;;nb_story+ and debt_keep and end_破产清算
endings;rescue_final_layoff;121;联合创始人;nb_story=0 and rescue_cost_layoff_run and turn>=18;del;2200;董事会让我提一位新 CEO。名单第一位不是你。;让他来;这是你签完裁员名单后，他们给我的权力。;;;;;nb_story+ and founder_control_keep and end_联创反杀;你也会被换;也许。但不是今天。;;;;;nb_story+ and founder_control_keep and end_联创反杀
endings;rescue_final_debt;122;财务总监;nb_story=0 and rescue_cost_debt_run and turn>=18;del;2200;借款今天到期。投资人替公司还，条件写在最后一行：你辞职。;签字;债留在公司，责任写在你名下。;;;;;nb_story+ and debt_roll_keep and end_融资换帅;拒绝;银行不会因为你不签就晚一天扣款。;;;;;nb_story+ and debt_keep and end_破产清算
control;control_open_founder;199;董事长;nb_story=1 and !control_started_keep and founder_control_keep;del;5200;联创替董事会选了你。他手里有代码、团队和三票，你手里只有 CEO 的头衔。;先合作;他会把这理解成你知道位置。;;5;;-5;control_started_keep and >_control_founder;先收权;前任也是从这句话开始输的。;;-5;;5;control_started_keep and >_control_founder
control;control_open;200;董事长;nb_story=1 and !control_started_keep and !founder_control_keep;del;5000;你上任第一天，董事会只给了一个任务：从联创手里拿回代码和用人权。;照办;他们要的是结果，不是过程。;;;;8;control_started_keep and >_control_founder;先见他;前任就是没把这次谈话谈完。;;5;;-5;control_started_keep and >_control_founder
control;control_founder;201;联合创始人;;;;前任拿钱、裁人、签独家。现在他们让你来收我的权。你站哪边？;跟你联手;那就先把董事会的手拿开。;;12;;-10;founder_allied_run and nb_founder_trust+;交出权限;权限可以给，愿意留下的人你拿不走。;;-10;;10;founder_ordered_run and nb_founder_hurt+
control;control_resume;202;联合创始人;nb_story=1 and control_started_keep and turn=1;del;5000;前任没熬到投票。代码还在我手里，董事会还在等你的答案。;跟你联手;别再让我听第三遍同一句话。;;10;;-8;founder_allied_run and nb_founder_trust+;交出权限;我会给你一个空仓库。;;-10;;8;founder_ordered_run and nb_founder_hurt+
control;control_relief_allied;203;技术总监;nb_story=1 and founder_allied_run and !control_relief_run and turn>=5;del;1200;新版本提前上线了。联创把庆功邮件抄送给了整个董事会。;回信感谢;至少所有人看见你们站在一起。;;8;5;-5;control_relief_run;别太高调;邮件已经发了，低调不了。;;;;3;control_relief_run
control;control_relief_ordered;204;董事长;nb_story=1 and founder_ordered_run and !control_relief_run and turn>=5;del;1200;联创交出了权限。投资人说，你比前任更像一个 CEO。;谢谢;这句话不会传到研发。;;;;8;control_relief_run;先别高兴;至少今天，文件都在你手里。;;-3;;5;control_relief_run
control;control_cost_veto;205;领投人;nb_story=1 and investor_veto_keep and !control_cost_run and turn>=9;del;1400;联创必须停职。桥接协议给了我们这个权力。;执行;他会带多少人走，不在协议里。;;-15;;10;control_cost_run and nb_founder_hurt+;挡回去;那你和前任有什么区别。;;8;;-15;control_cost_run and nb_founder_trust+
control;control_cost_dealer;206;大客户;nb_story=1 and dealer_keep and !control_cost_run and turn>=9;del;1400;联创告诉我们，这个版本按期交不了。你们内部是谁说了算？;我说了算;那就在交付承诺上签名。;5;-8;8;;control_cost_run and nb_founder_hurt+;他说得算;以后我们直接找他。;;5;5;-5;control_cost_run and nb_founder_trust+
control;control_cost_layoff;207;人事总监;nb_story=1 and layoff_keep and !control_cost_run and turn>=9;del;1400;又有六个人递了辞呈。他们说，联创的新公司给了正式报价。;加钱留;留下的人会问，为什么辞职才涨薪。;-12;10;;;control_cost_run;放他们走;这次走的是系统最后一批老人。;;-15;-5;;control_cost_run and nb_founder_hurt+ and nb_lost_tech+
control;control_cost_debt;208;财务总监;nb_story=1 and debt_keep and !control_cost_run and turn>=9;del;1400;债主要求联创用个人股份担保。他说债不是他借的。;让他签;他会记住是谁递的笔。;8;-10;;5;control_cost_run and nb_founder_hurt+;公司自己扛;那董事会要你解释钱从哪来。;-10;5;;-10;control_cost_run and nb_founder_trust+
control;control_turn_betray;209;联合创始人;nb_story=1 and founder_allied_run and nb_founder_hurt>1 and !control_turn_run and turn>=13;del;1650;竞对给了我一份报价。我昨天签了意向书，今天才来告诉你。;你早就想走;我只是比你早替自己留路。;;-10;-8;;control_turn_run and founder_rival_keep;开个条件;你拿什么跟他们比？;-10;5;;-5;control_turn_run and founder_rival_keep
control;control_turn_loyal;210;联合创始人;nb_story=1 and founder_allied_run and nb_founder_hurt<=1 and nb_founder_trust>0 and !control_turn_run and turn>=13;del;1650;董事长请我取代你。这是他的邮件，我还没回复。;公开邮件;从今天起，你和资本只能留一个。;;8;5;-15;control_turn_run and founder_loyal_keep and board_exposed_keep;先留着;证据握在手里，也会烫手。;;;;-5;control_turn_run and founder_loyal_keep
control;control_turn_ordered;211;联合创始人;nb_story=1 and founder_ordered_run and !control_turn_run and turn>=13;del;1650;权限给你了。人和下一版产品归我，竞对已经准备好办公室。;你不能带走;合同可以告我，团队不会替你出庭。;-10;-15;-5;;control_turn_run and founder_rival_keep;谈谈条件;现在终于轮到你求我了。;-8;5;;-8;control_turn_run and founder_rival_keep
control;control_review_warn;212;董事长;nb_story=1 and control_turn_run and !review_warn_run and turn>=16;del;1800;六个月后投票。桌上只有两个名字：你，或者联创。;现在谈;所有人都在等更好的价。;;;;-5;review_warn_run;等投票;等的这六个月，谁都不会闲着。;;;;;review_warn_run
endings;control_final_rival;213;联合创始人;nb_story=1 and founder_rival_keep and turn>=18;del;2200;我带走产品和团队。董事会要一个人解释为什么，你比我合适。;辞职;你终于替公司承担了一次。;;;;;nb_story+ and nb_lost_tech+ and end_联创反杀;告他;官司会打三年，公司活不过三个月。;-10;-15;-10;-10;nb_story+ and nb_lost_tech+ and end_联创反杀
endings;control_final_loyal;214;董事长;nb_story=1 and founder_loyal_keep and turn>=18;del;2200;融资可以继续。条件是联创走，你六个月后交接。;牺牲他;这次他没有和你争，只是收拾了工位。;;-15;;10;nb_story+ and founder_rival_keep and split_won_keep and end_融资换帅;一起走;你们守住了彼此，没守住位置。;;8;;-15;nb_story+ and end_联创反杀
endings;control_final_ordered;215;董事长;nb_story=1 and founder_ordered_run and turn>=18;del;2200;联创走了，核心团队也走了。投资人认为需要一位能稳定局面的新 CEO。;我明白;你完成了他们交给你的任务。也完成了自己。;;;;;nb_story+ and split_won_keep and nb_lost_tech+ and end_融资换帅;这不公平;合同里没有公平这一条。;;;;;nb_story+ and split_won_keep and nb_lost_tech+ and end_融资换帅
leak;leak_open;400;技术总监;nb_story=2 and !leak_started_keep;del;5000;有人说他能下载全部用户资料。样本里有你的手机号。;看样本;姓名、地址、订单，一条不少。;;;;;leak_started_keep and >_leak_decide;查入口;入口还开着。;;;;;leak_started_keep and >_leak_decide
leak;leak_decide;401;法务;;;;七十二小时从昨天开始算。今晚十二点前，要不要告诉用户？;马上上报;明天所有媒体都会知道。;;;-15;-8;leak_reported_run;先堵漏洞;堵完以后，也许没人知道。;;-5;;5;leak_hidden_run
leak;leak_resume;402;法务;nb_story=2 and leak_started_keep and turn=1;del;5000;前任没等到调查结束。七十二小时已经过了，现在每一分钟都算瞒报。;立刻公开;至少这份通报是你签的。;;;-15;-5;leak_reported_run;继续查;记者也在查。;;-5;;5;leak_hidden_run
leak;leak_source_security;403;安全负责人;nb_story=2 and security_keep and !leak_source_run and turn>=5;del;1500;日志找到了。是外部攻击，时间、入口和下载量都能证明。;交给监管;证据完整，处罚会轻一些。;-5;;5;5;leak_source_run and truth_keep;先留着;证据也可以变成谈判筹码。;;;;-5;leak_source_run and lie_keep
leak;leak_source_founder;404;技术总监;nb_story=2 and founder_rival_keep and !security_keep and !leak_source_run and turn>=5;del;1450;下载账号属于联创。离职那天，没人关掉他的权限。;报警;他会说数据本来就是他做的。;-5;-5;;5;leak_source_run and founder_leak_keep;先问他;他只回了四个字：董事会见。;;;;-5;leak_source_run and founder_leak_keep
leak;leak_source_layoff;405;人事总监;nb_story=2 and layoff_keep and !security_keep and !founder_rival_keep and !leak_source_run and turn>=5;del;1400;账号属于那批被裁的人。名单发了，权限没人关。;追究个人;一封律师函会让所有人看见这个漏洞。;-5;-8;;5;leak_source_run and employee_leak_keep;承认管理问题;至少没人需要替公司撒谎。;;5;;-5;leak_source_run and employee_leak_keep and truth_keep
leak;leak_source_observer;406;财务观察员;nb_story=2 and finance_observer_keep and !security_keep and !founder_rival_keep and !layoff_keep and !leak_source_run and turn>=5;del;1380;投资人每周都收到系统日志。记者拿到的那份，和观察员的副本一模一样。;当面问他;他只说自己向董事会负责。;;;;-8;leak_source_run and observer_leak_keep;先留证据;这封邮件以后可能有用。;;5;;-5;leak_source_run and observer_leak_keep and truth_keep
leak;leak_source_grudge;416;人事总监;nb_story=2 and employee_grudge_keep and !security_keep and !founder_rival_keep and !layoff_keep and !finance_observer_keep and !leak_source_run and turn>=5;del;1370;最早发帖说加班的员工离职了。研究员收到的内部截图，来自他的账号。;追究他;帖子、律师函和截图会一起被转发。;-5;-8;;5;leak_source_run and employee_leak_keep;承认没处理;当时省下的一次谈话，现在要公开补上。;;5;;-5;leak_source_run and employee_leak_keep and truth_keep
leak;leak_source_tech;415;技术总监;nb_story=2 and !security_keep and !founder_rival_keep and !layoff_keep and !finance_observer_keep and !employee_grudge_keep and !leak_source_run and turn>=5;del;1350;入口是三年前留下的测试地址。大家都知道它该关，没人有空关。;把记录留下;以后会有人问，为什么拖了三年。;;5;;-5;leak_source_run and tech_debt_keep and truth_keep;删掉记录;地址能删，访问记录删不干净。;;;;5;leak_source_run and tech_debt_keep and lie_keep
leak;leak_relief_reported;407;公关总监;nb_story=2 and leak_reported_run and !leak_relief_run and turn>=8;del;1350;通报发了。下载量没有继续掉，大客户却要求今晚开会。;去解释;至少你比记者先开口。;;5;-8;;leak_relief_run and truth_keep;让法务回;他们会得到一封没有人味的邮件。;;;-10;5;leak_relief_run
leak;leak_relief_hidden;408;技术总监;nb_story=2 and leak_hidden_run and !leak_relief_run and turn>=8;del;1350;漏洞堵上了。研究员没再回信，办公室安静得像什么都没发生。;给他钱;这叫奖励，也可以叫封口费。;-8;;;5;leak_relief_run and lie_keep;别联系;沉默不是同意。;;;;;leak_relief_run
leak;leak_bomb_hidden;409;记者;nb_story=2 and leak_hidden_run and !leak_bomb_run and turn>=11;del;1550;三个月前的漏洞，你们没上报。我们手上还有内部邮件。;承认;瞒报的处罚不会因为认错消失。;-15;-5;-18;-15;leak_bomb_run and leak_hidden_keep and truth_keep;否认;邮件里有你的批注。;-10;-8;-20;-20;leak_bomb_run and leak_hidden_keep and lie_keep
leak;leak_bomb_reported;410;大客户;nb_story=2 and leak_reported_run and !leak_bomb_run and turn>=11;del;1550;你们按时说了，但我们的法务要加一条：以后出事，由你们全赔。;签;合同保住了，风险全留下了。;-5;;8;-8;leak_bomb_run and leak_reported_keep and unlimited_liability_keep;不签;他们会找一家没出过事的。;;;-15;5;leak_bomb_run and leak_reported_keep
leak;leak_blame;411;领投人;nb_story=2 and leak_bomb_run and !leak_blame_run and turn>=14;del;1700;董事会要一个人负责。你，或者技术总监。;我负责;至少公告里只有一个人的名字。;;5;;-15;leak_blame_run and truth_keep;技术负责;他跟了公司六年。;;-15;;5;leak_blame_run and betray_keep
leak;leak_review_warn;412;董事长;nb_story=2 and leak_blame_run and !review_warn_run and turn>=16;del;1800;六个月后，监管结论和董事会投票会在同一天出来。;准备说明;说明写给公众，投票看的是损失。;;;;-5;review_warn_run;找人担责;名单上的每个人都在准备自己的说法。;;-5;;5;review_warn_run
endings;leak_final_hidden;413;董事长;nb_story=2 and leak_hidden_run and turn>=18;del;2200;处罚下来了。董事会说，瞒报是个人判断，不是公司决定。;我辞职;公告已经写好，只差你的签名。;;;;;nb_story+ and leak_hidden_keep and lie_keep and end_替罪离场;公布邮件;他们会先说邮件断章取义，再说你情绪失控。;;;;-15;nb_story+ and leak_hidden_keep and board_exposed_keep and end_替罪离场
endings;leak_final_reported;414;董事长;nb_story=2 and leak_reported_run and turn>=18;del;2200;你守了七十二小时，没守住估值。董事会想换一张没上过新闻的脸。;接受交接;规则救了公司，没有救你。;;;;;nb_story+ and leak_reported_keep and truth_keep and end_止损离场;要求留任;四票反对。联创那一票没有来。;;;;-12;nb_story+ and leak_reported_keep and end_止损离场
reckoning;reckoning_open_hidden;298;董事长;nb_story=3 and !reckoning_started_keep and leak_hidden_keep;del;5200;上一任因为瞒报离场，估值只剩一半。资本现在只接受两条路：上市，或者出售。;准备上市;他们想在下一封问询前退出。;;;5;12;reckoning_started_keep and ipo_path_run and >_reckoning_books;谈出售;买方知道你没有时间慢慢谈。;10;-5;;10;reckoning_started_keep and sale_path_run and >_reckoning_books
reckoning;reckoning_open_reported;299;董事长;nb_story=3 and !reckoning_started_keep and !leak_hidden_keep and leak_reported_keep;del;5150;上一任按时公开，保住了公司，没保住估值。现在要上市，或者出售。;准备上市;资本要的是退出，不是表扬。;;;5;12;reckoning_started_keep and ipo_path_run and >_reckoning_books;谈出售;买方已经把事故算进价格。;10;-5;;10;reckoning_started_keep and sale_path_run and >_reckoning_books
reckoning;reckoning_open;300;董事长;nb_story=3 and !reckoning_started_keep and !leak_hidden_keep and !leak_reported_keep;del;5000;公司只剩两条路：带着旧账上市，或者卖给竞对。;准备上市;资本要的是退出，不是纪念。;;;5;12;reckoning_started_keep and ipo_path_run and >_reckoning_books;谈出售;买方已经看过一部分材料。;10;-5;;10;reckoning_started_keep and sale_path_run and >_reckoning_books
reckoning;reckoning_books;301;财务总监;;;;不管选哪条，前四任留下的合同和邮件都要交出去。;全部交;那就没有第二种说法。;;5;;-5;truth_keep;先整理;整理的意思，是拿掉不好看的部分。;;;;8;ipo_polish_keep and lie_keep
reckoning;reckoning_resume;302;财务总监;nb_story=3 and reckoning_started_keep and turn=1;del;5000;前任没等到交易结束。上市和出售还在桌上，你得重新选。;继续上市;审计今天进场。;;;5;10;ipo_path_run;改谈出售;竞对的报价又低了一成。;8;-5;;8;sale_path_run
reckoning;reckoning_claim_customer;303;大客户;nb_story=3 and dealer_keep and nb_customer_grip>0 and !reckoning_claim_run and turn>=5;del;1500;独家协议写着，公司出售要我们同意。想让我们签字，先给永久折扣。;给折扣;买方会把少收的钱从报价里扣掉。;5;;8;-5;reckoning_claim_run and customer_discount_keep;不给;那就让交易停在我们法务桌上。;;;-10;-8;reckoning_claim_run
reckoning;reckoning_claim_founder;304;联合创始人;nb_story=3 and founder_rival_keep and !dealer_keep and !reckoning_claim_run and turn>=5;del;1450;竞对的买方是我。你当年不肯卖，现在这个价格只剩一半。;继续谈;至少这次条件写在桌面上。;8;-5;;8;reckoning_claim_run;不谈;那我去等你的董事会。;;;;-10;reckoning_claim_run
reckoning;reckoning_claim_investor;305;领投人;nb_story=3 and investor_veto_keep and nb_capital_grip>0 and !dealer_keep and !founder_rival_keep and !reckoning_claim_run and turn>=5;del;1400;最早那份协议给了我们优先出售权。价格可以谈，顺序不能谈。;承认;他们会第一个拿钱。;;;;10;reckoning_claim_run and capital_first_keep;挑战条款;律师说胜算只有三成。;-8;;;-10;reckoning_claim_run
reckoning;reckoning_claim_liability;319;大客户;nb_story=3 and unlimited_liability_keep and !dealer_keep and !founder_rival_keep and !investor_veto_keep and !reckoning_claim_run and turn>=5;del;1390;泄露后的合同写着，下一次损失由你们全赔。买方要求先给这笔风险定价。;接受扣价;还没出事，也要先赔。;5;;5;-8;reckoning_claim_run;拒绝;那份合同不会因为换 CEO 消失。;;;-8;-8;reckoning_claim_run
reckoning;reckoning_claim_refused;320;领投人;nb_story=3 and investor_refused_keep and !unlimited_liability_keep and !dealer_keep and !founder_rival_keep and !investor_veto_keep and !reckoning_claim_run and turn>=5;del;1380;当年被拒绝的投资人回来了。现在他愿意买，价格是当时的一半。;继续谈;他等的就是公司没有别的选择。;8;;;5;reckoning_claim_run;请他出去;他会直接去找董事长。;;;;-8;reckoning_claim_run
reckoning;reckoning_claim_rolled_debt;321;财务总监;nb_story=3 and debt_roll_keep and !investor_refused_keep and !unlimited_liability_keep and !dealer_keep and !founder_rival_keep and !investor_veto_keep and !reckoning_claim_run and turn>=5;del;1370;借新还旧已经滚了三任。交易一完成，第一笔钱先还银行。;照还;债主不会参加庆功宴。;-10;;;5;reckoning_claim_run;再谈期限;他们已经听过三任 CEO 这么说。;5;;;-8;reckoning_claim_run
reckoning;reckoning_claim_debt;306;财务总监;nb_story=3 and !debt_roll_keep and !investor_refused_keep and !unlimited_liability_keep and !dealer_keep and !founder_rival_keep and !investor_veto_keep and !reckoning_claim_run and turn>=5;del;1350;旧债还在。交易一完成，第一笔钱先还银行，不会进公司。;照还;债主不会参加庆功宴。;-10;;;5;reckoning_claim_run;再谈期限;他们已经等过三任 CEO。;5;;;-8;reckoning_claim_run and debt_roll_keep
